gov,Date,temp,precip,death,ArGov_sentPos,ArGov_sentNeg,Gov_eventsAll,ArGov_insVioMin_buzz,death_lag,temp_lag,precip_lag,events_lag,sentPos_lag_ar,sentNeg_lag_ar,insVioMin_buzz_lag,death_diff,sentPos_diff_ar,sentNeg_diff_ar,events_diff,insVioMin_buzz_diff,stat_prov_id
Anbar,2016-04-14,74.43877551020408,0.0163265306122449,67,30316,22448,50,1607.0,71.0,65.4908163265306,0.06785714285714285,18.0,32215.0,22377.0,3893.0,-4.0,-1899.0,71.0,32.0,-2286.0,0
Babylon,2016-04-14,71.64464285714286,0.01892857142857143,2,13561,2923,0,146.0,40.0,65.81964285714285,0.061250000000000006,6.0,10540.0,4216.0,145.0,-38.0,3021.0,-1293.0,-6.0,1.0,1
Baghdad,2016-04-14,71.84047619047618,0.017063492063492062,151,64694,24548,250,3741.0,132.0,64.09444444444446,0.08238095238095237,191.0,66503.0,36424.0,2402.0,19.0,-1809.0,-11876.0,59.0,1339.0,2
Diyala,2016-04-14,72.58690476190478,0.09202380952380951,11,24934,8723,0,3148.0,49.0,63.98809523809525,0.12845238095238096,0.0,35965.0,8362.0,2852.0,-38.0,-11031.0,361.0,0.0,296.0,3
Erbil,2016-04-14,61.651190476190486,0.10119047619047618,0,18517,9575,28,1146.0,0.0,52.91071428571428,0.14476190476190479,12.0,18623.0,8650.0,327.0,0.0,-106.0,925.0,16.0,819.0,4
Kirkuk,2016-04-14,66.56785714285715,0.09160714285714285,17,5387,3600,4,183.0,15.0,58.14285714285715,0.07821428571428571,10.0,3860.0,2306.0,127.0,2.0,1527.0,1294.0,-6.0,56.0,5
Ninewa,2016-04-14,63.533035714285724,0.11526785714285714,304,28743,19635,49,2640.0,227.0,55.63125,0.06589285714285716,63.0,47112.0,38006.0,3653.0,77.0,-18369.0,-18371.0,-14.0,-1013.0,6
Salahal Din,2016-04-14,70.92551020408163,0.09051020408163267,6,18034,11758,11,797.0,15.0,61.930612244897965,0.13653061224489796,0.0,9136.0,4617.0,746.0,-9.0,8898.0,7141.0,11.0,51.0,7
Anbar,2016-04-28,81.0673469387755,0.004285714285714287,83,28624,18060,30,3487.0,67.0,74.43877551020408,0.0163265306122449,50.0,30316.0,22448.0,1607.0,16.0,-1692.0,-4388.0,-20.0,1880.0,0
Babylon,2016-04-28,78.10535714285713,0.0032142857142857142,0,8718,2334,0,106.0,2.0,71.64464285714286,0.01892857142857143,0.0,13561.0,2923.0,146.0,-2.0,-4843.0,-589.0,0.0,-40.0,1
Baghdad,2016-04-28,79.0484126984127,0.0,147,52644,16148,239,2289.0,151.0,71.84047619047618,0.017063492063492062,250.0,64694.0,24548.0,3741.0,-4.0,-12050.0,-8400.0,-11.0,-1452.0,2
Diyala,2016-04-28,80.0297619047619,0.0035714285714285718,8,37372,7802,2,1967.0,11.0,72.58690476190478,0.09202380952380951,0.0,24934.0,8723.0,3148.0,-3.0,12438.0,-921.0,2.0,-1181.0,3
Erbil,2016-04-28,68.09880952380952,0.03380952380952381,1,28151,15507,26,466.0,0.0,61.651190476190486,0.10119047619047618,28.0,18517.0,9575.0,1146.0,1.0,9634.0,5932.0,-2.0,-680.0,4
Kirkuk,2016-04-28,73.30535714285713,0.024285714285714282,10,4337,2983,3,75.0,17.0,66.56785714285715,0.09160714285714285,4.0,5387.0,3600.0,183.0,-7.0,-1050.0,-617.0,-1.0,-108.0,5
Ninewa,2016-04-28,70.29196428571429,0.03473214285714286,275,25923,14935,34,1749.0,304.0,63.533035714285724,0.11526785714285714,49.0,28743.0,19635.0,2640.0,-29.0,-2820.0,-4700.0,-15.0,-891.0,6
Salahal Din,2016-04-28,77.97857142857143,0.010612244897959184,34,12756,6460,3,198.0,6.0,70.92551020408163,0.09051020408163267,11.0,18034.0,11758.0,797.0,28.0,-5278.0,-5298.0,-8.0,-599.0,7
Anbar,2016-05-12,84.7234693877551,0.004081632653061225,19,32176,25295,42,2926.0,83.0,81.0673469387755,0.004285714285714287,30.0,28624.0,18060.0,3487.0,-64.0,3552.0,7235.0,12.0,-561.0,0
Babylon,2016-05-12,83.68214285714285,0.0,6,6948,3713,0,117.0,0.0,78.10535714285713,0.0032142857142857142,0.0,8718.0,2334.0,106.0,6.0,-1770.0,1379.0,0.0,11.0,1
Baghdad,2016-05-12,82.94285714285715,0.013412698412698414,268,92630,48557,369,2986.0,147.0,79.0484126984127,0.0,239.0,52644.0,16148.0,2289.0,121.0,39986.0,32409.0,130.0,697.0,2
Diyala,2016-05-12,83.8654761904762,0.02,29,45372,14201,7,1495.0,8.0,80.0297619047619,0.0035714285714285718,2.0,37372.0,7802.0,1967.0,21.0,8000.0,6399.0,5.0,-472.0,3
Erbil,2016-05-12,71.40714285714286,0.037023809523809514,0,44585,12105,55,2165.0,1.0,68.09880952380952,0.03380952380952381,26.0,28151.0,15507.0,466.0,-1.0,16434.0,-3402.0,29.0,1699.0,4
Kirkuk,2016-05-12,77.56964285714285,0.005,12,4558,1877,7,305.0,10.0,73.30535714285713,0.024285714285714282,3.0,4337.0,2983.0,75.0,2.0,221.0,-1106.0,4.0,230.0,5
Ninewa,2016-05-12,74.01160714285713,0.01383928571428572,193,40312,15754,67,5226.0,275.0,70.29196428571429,0.03473214285714286,34.0,25923.0,14935.0,1749.0,-82.0,14389.0,819.0,33.0,3477.0,6
Salahal Din,2016-05-12,81.9734693877551,0.012959183673469389,1,10649,6651,3,693.0,34.0,77.97857142857143,0.010612244897959184,3.0,12756.0,6460.0,198.0,-33.0,-2107.0,191.0,0.0,495.0,7
Anbar,2016-05-26,89.88775510204081,0.0011224489795918367,45,129204,81651,210,12160.0,19.0,84.7234693877551,0.004081632653061225,42.0,32176.0,25295.0,2926.0,26.0,97028.0,56356.0,168.0,9234.0,0
Babylon,2016-05-26,87.65,0.0025,0,8267,2965,0,239.0,6.0,83.68214285714285,0.0,0.0,6948.0,3713.0,117.0,-6.0,1319.0,-748.0,0.0,122.0,1
Baghdad,2016-05-26,88.07539682539684,0.0,243,80381,36720,431,2921.0,268.0,82.94285714285715,0.013412698412698414,369.0,92630.0,48557.0,2986.0,-25.0,-12249.0,-11837.0,62.0,-65.0,2
Diyala,2016-05-26,90.49642857142858,0.0011904761904761904,13,39676,15511,0,2263.0,29.0,83.8654761904762,0.02,7.0,45372.0,14201.0,1495.0,-16.0,-5696.0,1310.0,-7.0,768.0,3
Erbil,2016-05-26,78.9452380952381,0.007857142857142858,0,19279,6159,8,1175.0,0.0,71.40714285714286,0.037023809523809514,55.0,44585.0,12105.0,2165.0,0.0,-25306.0,-5946.0,-47.0,-990.0,4
Kirkuk,2016-05-26,85.54107142857141,0.005892857142857145,31,3773,2255,5,232.0,12.0,77.56964285714285,0.005,7.0,4558.0,1877.0,305.0,19.0,-785.0,378.0,-2.0,-73.0,5
Ninewa,2016-05-26,80.70803571428573,0.005357142857142857,203,28994,14948,15,3138.0,193.0,74.01160714285713,0.01383928571428572,67.0,40312.0,15754.0,5226.0,10.0,-11318.0,-806.0,-52.0,-2088.0,6
Salahal Din,2016-05-26,89.3142857142857,0.0006122448979591838,34,13612,8447,19,678.0,1.0,81.9734693877551,0.012959183673469389,3.0,10649.0,6651.0,693.0,33.0,2963.0,1796.0,16.0,-15.0,7
Anbar,2016-06-08,91.7802197802198,0.0,219,297356,155956,316,7119.0,45.0,89.88775510204081,0.0011224489795918367,210.0,129204.0,81651.0,12160.0,174.0,168152.0,74305.0,106.0,-5041.0,0
Babylon,2016-06-08,89.53076923076924,0.0,0,12927,4155,1,495.0,0.0,87.65,0.0025,0.0,8267.0,2965.0,239.0,0.0,4660.0,1190.0,1.0,256.0,1
Baghdad,2016-06-08,89.64957264957265,0.0,158,70535,34551,73,3819.0,243.0,88.07539682539684,0.0,431.0,80381.0,36720.0,2921.0,-85.0,-9846.0,-2169.0,-358.0,898.0,2
Diyala,2016-06-08,93.4628205128205,0.0,48,62112,31947,1,3329.0,13.0,90.49642857142858,0.0011904761904761904,0.0,39676.0,15511.0,2263.0,35.0,22436.0,16436.0,1.0,1066.0,3
Erbil,2016-06-08,80.76666666666667,0.0005128205128205128,0,17549,9090,13,1181.0,0.0,78.9452380952381,0.007857142857142858,8.0,19279.0,6159.0,1175.0,0.0,-1730.0,2931.0,5.0,6.0,4
Kirkuk,2016-06-08,87.51346153846154,0.0,10,9280,2704,0,176.0,31.0,85.54107142857141,0.005892857142857145,5.0,3773.0,2255.0,232.0,-21.0,5507.0,449.0,-5.0,-56.0,5
Ninewa,2016-06-08,83.24038461538461,0.0042307692307692315,343,56580,20884,6,9977.0,203.0,80.70803571428573,0.005357142857142857,15.0,28994.0,14948.0,3138.0,140.0,27586.0,5936.0,-9.0,6839.0,6
Salahal Din,2016-06-08,91.32197802197804,0.0,11,56180,15021,2,1403.0,34.0,89.3142857142857,0.0006122448979591838,19.0,13612.0,8447.0,678.0,-23.0,42568.0,6574.0,-17.0,725.0,7
Anbar,2016-06-22,95.06836734693877,0.0,90,374922,101039,238,11614.0,219.0,91.7802197802198,0.0,316.0,297356.0,155956.0,7119.0,-129.0,77566.0,-54917.0,-78.0,4495.0,0
Babylon,2016-06-22,92.37499999999999,0.0,0,22930,3184,0,273.0,0.0,89.53076923076924,0.0,1.0,12927.0,4155.0,495.0,0.0,10003.0,-971.0,-1.0,-222.0,1
Baghdad,2016-06-22,92.64682539682539,0.0,166,94934,29139,120,4562.0,158.0,89.64957264957265,0.0,73.0,70535.0,34551.0,3819.0,8.0,24399.0,-5412.0,47.0,743.0,2
Diyala,2016-06-22,95.90357142857144,0.0,9,52737,20259,2,1805.0,48.0,93.4628205128205,0.0,1.0,62112.0,31947.0,3329.0,-39.0,-9375.0,-11688.0,1.0,-1524.0,3
Erbil,2016-06-22,84.37857142857142,0.002619047619047619,0,29589,13862,28,2733.0,0.0,80.76666666666667,0.0005128205128205128,13.0,17549.0,9090.0,1181.0,0.0,12040.0,4772.0,15.0,1552.0,4
Kirkuk,2016-06-22,91.08571428571427,0.002142857142857143,23,10149,2966,2,146.0,10.0,87.51346153846154,0.0,0.0,9280.0,2704.0,176.0,13.0,869.0,262.0,2.0,-30.0,5
Ninewa,2016-06-22,88.37946428571429,0.002142857142857143,154,77263,32460,19,8763.0,343.0,83.24038461538461,0.0042307692307692315,6.0,56580.0,20884.0,9977.0,-189.0,20683.0,11576.0,13.0,-1214.0,6
Salahal Din,2016-06-22,94.7122448979592,0.0,41,92739,25709,18,6637.0,11.0,91.32197802197804,0.0,2.0,56180.0,15021.0,1403.0,30.0,36559.0,10688.0,16.0,5234.0,7
Anbar,2016-07-03,102.84285714285716,0.0,80,137250,47889,139,21718.0,90.0,95.06836734693877,0.0,238.0,374922.0,101039.0,11614.0,-10.0,-237672.0,-53150.0,-99.0,10104.0,0
Babylon,2016-07-03,97.89999999999999,0.16090909090909092,0,27164,4759,0,146.0,0.0,92.37499999999999,0.0,0.0,22930.0,3184.0,273.0,0.0,4234.0,1575.0,0.0,-127.0,1
Baghdad,2016-07-03,100.74747474747477,0.0,111,55540,22964,51,3198.0,166.0,92.64682539682539,0.0,120.0,94934.0,29139.0,4562.0,-55.0,-39394.0,-6175.0,-69.0,-1364.0,2
Diyala,2016-07-03,104.18939393939394,0.0,10,39022,11195,1,1402.0,9.0,95.90357142857144,0.0,2.0,52737.0,20259.0,1805.0,1.0,-13715.0,-9064.0,-1.0,-403.0,3
Erbil,2016-07-03,93.95000000000003,0.0,0,20815,10129,13,2460.0,0.0,84.37857142857142,0.002619047619047619,28.0,29589.0,13862.0,2733.0,0.0,-8774.0,-3733.0,-15.0,-273.0,4
Kirkuk,2016-07-03,100.53863636363636,0.0,11,12312,985,0,48.0,23.0,91.08571428571427,0.002142857142857143,2.0,10149.0,2966.0,146.0,-12.0,2163.0,-1981.0,-2.0,-98.0,5
Ninewa,2016-07-03,96.79431818181818,0.0,123,63626,29284,26,5066.0,154.0,88.37946428571429,0.002142857142857143,19.0,77263.0,32460.0,8763.0,-31.0,-13637.0,-3176.0,7.0,-3697.0,6
Salahal Din,2016-07-03,103.712987012987,0.0,17,49653,19056,7,920.0,41.0,94.7122448979592,0.0,18.0,92739.0,25709.0,6637.0,-24.0,-43086.0,-6653.0,-11.0,-5717.0,7
Anbar,2016-07-22,102.35789473684211,0.0,18,47691,28204,61,3845.0,80.0,102.84285714285716,0.0,139.0,137250.0,47889.0,21718.0,-62.0,-89559.0,-19685.0,-78.0,-17873.0,0
Babylon,2016-07-22,98.4592105263158,0.0,0,75172,18761,0,1101.0,0.0,97.89999999999999,0.16090909090909092,0.0,27164.0,4759.0,146.0,0.0,48008.0,14002.0,0.0,955.0,1
Baghdad,2016-07-22,100.78654970760235,0.0,592,203001,69753,320,5113.0,111.0,100.74747474747477,0.0,51.0,55540.0,22964.0,3198.0,481.0,147461.0,46789.0,269.0,1915.0,2
Diyala,2016-07-22,104.06842105263156,0.0,25,94089,15187,4,7000.0,10.0,104.18939393939394,0.0,1.0,39022.0,11195.0,1402.0,15.0,55067.0,3992.0,3.0,5598.0,3
Erbil,2016-07-22,94.83859649122807,0.0,3,30811,12391,6,897.0,0.0,93.95000000000003,0.0,13.0,20815.0,10129.0,2460.0,3.0,9996.0,2262.0,-7.0,-1563.0,4
Kirkuk,2016-07-22,100.85,0.0,48,14908,6301,4,393.0,11.0,100.53863636363636,0.0,0.0,12312.0,985.0,48.0,37.0,2596.0,5316.0,4.0,345.0,5
Ninewa,2016-07-22,97.63684210526317,0.0,152,101286,47687,80,7380.0,123.0,96.79431818181818,0.0,26.0,63626.0,29284.0,5066.0,29.0,37660.0,18403.0,54.0,2314.0,6
Salahal Din,2016-07-22,103.40526315789472,0.0,51,46328,23745,35,2207.0,17.0,103.712987012987,0.0,7.0,49653.0,19056.0,920.0,34.0,-3325.0,4689.0,28.0,1287.0,7
Anbar,2016-08-03,102.78928571428571,0.0,56,23100,12810,13,1693.0,18.0,102.35789473684211,0.0,61.0,47691.0,28204.0,3845.0,38.0,-24591.0,-15394.0,-48.0,-2152.0,0
Babylon,2016-08-03,98.52291666666666,0.0,0,11662,4177,1,214.0,0.0,98.4592105263158,0.0,0.0,75172.0,18761.0,1101.0,0.0,-63510.0,-14584.0,1.0,-887.0,1
Baghdad,2016-08-03,99.9212962962963,0.0,139,53651,21424,84,4866.0,592.0,100.78654970760235,0.0,320.0,203001.0,69753.0,5113.0,-453.0,-149350.0,-48329.0,-236.0,-247.0,2
Diyala,2016-08-03,104.59166666666665,0.0,28,31064,5271,8,2041.0,25.0,104.06842105263156,0.0,4.0,94089.0,15187.0,7000.0,3.0,-63025.0,-9916.0,4.0,-4959.0,3
Erbil,2016-08-03,93.36527777777779,0.0,0,14210,8176,4,1170.0,3.0,94.83859649122807,0.0,6.0,30811.0,12391.0,897.0,-3.0,-16601.0,-4215.0,-2.0,273.0,4
Kirkuk,2016-08-03,99.72291666666666,0.0,18,7509,2808,28,234.0,48.0,100.85,0.0,4.0,14908.0,6301.0,393.0,-30.0,-7399.0,-3493.0,24.0,-159.0,5
Ninewa,2016-08-03,96.14270833333335,0.0,160,55859,38413,30,4578.0,152.0,97.63684210526317,0.0,80.0,101286.0,47687.0,7380.0,8.0,-45427.0,-9274.0,-50.0,-2802.0,6
Salahal Din,2016-08-03,103.20952380952382,0.0,18,29142,13974,7,1186.0,51.0,103.40526315789472,0.0,35.0,46328.0,23745.0,2207.0,-33.0,-17186.0,-9771.0,-28.0,-1021.0,7
Anbar,2016-08-17,103.02755102040815,0.0,19,18480,14668,15,2481.0,56.0,102.78928571428571,0.0,13.0,23100.0,12810.0,1693.0,-37.0,-4620.0,1858.0,2.0,788.0,0
Babylon,2016-08-17,98.49285714285715,0.0,1,14765,2862,0,668.0,0.0,98.52291666666666,0.0,1.0,11662.0,4177.0,214.0,1.0,3103.0,-1315.0,-1.0,454.0,1
Baghdad,2016-08-17,100.22460317460319,0.0,127,41960,19641,64,2302.0,139.0,99.9212962962963,0.0,84.0,53651.0,21424.0,4866.0,-12.0,-11691.0,-1783.0,-20.0,-2564.0,2
Diyala,2016-08-17,104.9095238095238,0.0,21,34458,8337,1,1120.0,28.0,104.59166666666665,0.0,8.0,31064.0,5271.0,2041.0,-7.0,3394.0,3066.0,-7.0,-921.0,3
Erbil,2016-08-17,94.37738095238096,0.0,1,25024,33404,3,2789.0,0.0,93.36527777777779,0.0,4.0,14210.0,8176.0,1170.0,1.0,10814.0,25228.0,-1.0,1619.0,4
Kirkuk,2016-08-17,99.98928571428573,0.0,175,5920,3863,15,592.0,18.0,99.72291666666666,0.0,28.0,7509.0,2808.0,234.0,157.0,-1589.0,1055.0,-13.0,358.0,5
Ninewa,2016-08-17,97.74017857142857,0.0,257,47989,26135,68,3855.0,160.0,96.14270833333335,0.0,30.0,55859.0,38413.0,4578.0,97.0,-7870.0,-12278.0,38.0,-723.0,6
Salahal Din,2016-08-17,103.1642857142857,0.0,18,15192,6685,0,697.0,18.0,103.20952380952382,0.0,7.0,29142.0,13974.0,1186.0,0.0,-13950.0,-7289.0,-7.0,-489.0,7
Anbar,2016-09-01,103.8552380952381,0.0,26,19007,13545,29,1347.0,19.0,103.02755102040815,0.0,15.0,18480.0,14668.0,2481.0,7.0,527.0,-1123.0,14.0,-1134.0,0
Babylon,2016-09-01,96.58000000000001,0.0,1,13886,3207,0,321.0,1.0,98.49285714285715,0.0,0.0,14765.0,2862.0,668.0,0.0,-879.0,345.0,0.0,-347.0,1
Baghdad,2016-09-01,99.08074074074075,0.0,182,58943,26816,131,2577.0,127.0,100.22460317460319,0.0,64.0,41960.0,19641.0,2302.0,55.0,16983.0,7175.0,67.0,275.0,2
Diyala,2016-09-01,104.44999999999999,0.0,10,28411,6938,0,1259.0,21.0,104.9095238095238,0.0,1.0,34458.0,8337.0,1120.0,-11.0,-6047.0,-1399.0,-1.0,139.0,3
Erbil,2016-09-01,93.94444444444444,0.0,0,17910,5057,47,455.0,1.0,94.37738095238096,0.0,3.0,25024.0,33404.0,2789.0,-1.0,-7114.0,-28347.0,44.0,-2334.0,4
Kirkuk,2016-09-01,101.24166666666665,0.0,87,10284,2194,5,690.0,175.0,99.98928571428573,0.0,15.0,5920.0,3863.0,592.0,-88.0,4364.0,-1669.0,-10.0,98.0,5
Ninewa,2016-09-01,97.82333333333332,0.0,303,56799,29348,70,4557.0,257.0,97.74017857142857,0.0,68.0,47989.0,26135.0,3855.0,46.0,8810.0,3213.0,2.0,702.0,6
Salahal Din,2016-09-01,104.2647619047619,0.0,20,13105,7966,6,715.0,18.0,103.1642857142857,0.0,0.0,15192.0,6685.0,697.0,2.0,-2087.0,1281.0,6.0,18.0,7
Anbar,2016-09-15,95.42755102040817,0.0,4,14759,7945,15,1719.0,26.0,103.8552380952381,0.0,29.0,19007.0,13545.0,1347.0,-22.0,-4248.0,-5600.0,-14.0,372.0,0
Babylon,2016-09-15,91.37857142857142,0.0,0,24483,8496,0,1237.0,1.0,96.58000000000001,0.0,0.0,13886.0,3207.0,321.0,-1.0,10597.0,5289.0,0.0,916.0,1
Baghdad,2016-09-15,93.37460317460318,0.0,206,62480,22360,65,3829.0,182.0,99.08074074074075,0.0,131.0,58943.0,26816.0,2577.0,24.0,3537.0,-4456.0,-66.0,1252.0,2
Diyala,2016-09-15,97.44761904761909,0.0,9,24792,6918,0,1581.0,10.0,104.44999999999999,0.0,0.0,28411.0,6938.0,1259.0,-1.0,-3619.0,-20.0,0.0,322.0,3
Erbil,2016-09-15,86.28214285714284,0.0,0,16880,5715,8,365.0,0.0,93.94444444444444,0.0,47.0,17910.0,5057.0,455.0,0.0,-1030.0,658.0,-39.0,-90.0,4
Kirkuk,2016-09-15,93.73214285714286,0.0,32,9279,3255,2,118.0,87.0,101.24166666666665,0.0,5.0,10284.0,2194.0,690.0,-55.0,-1005.0,1061.0,-3.0,-572.0,5
Ninewa,2016-09-15,89.49732142857142,0.0,97,37162,15761,33,4136.0,303.0,97.82333333333332,0.0,70.0,56799.0,29348.0,4557.0,-206.0,-19637.0,-13587.0,-37.0,-421.0,6
Salahal Din,2016-09-15,96.4326530612245,0.0,52,11338,9927,7,313.0,20.0,104.2647619047619,0.0,6.0,13105.0,7966.0,715.0,32.0,-1767.0,1961.0,1.0,-402.0,7
Anbar,2016-09-28,88.73186813186814,0.0,22,20205,6693,25,1197.0,4.0,95.42755102040817,0.0,15.0,14759.0,7945.0,1719.0,18.0,5446.0,-1252.0,10.0,-522.0,0
Babylon,2016-09-28,86.15769230769232,0.0,0,12264,4345,0,304.0,0.0,91.37857142857142,0.0,0.0,24483.0,8496.0,1237.0,0.0,-12219.0,-4151.0,0.0,-933.0,1
Baghdad,2016-09-28,86.35555555555554,0.0,155,45112,14911,78,4580.0,206.0,93.37460317460318,0.0,65.0,62480.0,22360.0,3829.0,-51.0,-17368.0,-7449.0,13.0,751.0,2
Diyala,2016-09-28,90.50256410256408,0.0,14,27844,7278,0,1178.0,9.0,97.44761904761909,0.0,0.0,24792.0,6918.0,1581.0,5.0,3052.0,360.0,0.0,-403.0,3
Erbil,2016-09-28,78.44615384615385,0.0,0,20187,5698,16,909.0,0.0,86.28214285714284,0.0,8.0,16880.0,5715.0,365.0,0.0,3307.0,-17.0,8.0,544.0,4
Kirkuk,2016-09-28,85.29807692307692,0.0,14,6159,2460,1,281.0,32.0,93.73214285714286,0.0,2.0,9279.0,3255.0,118.0,-18.0,-3120.0,-795.0,-1.0,163.0,5
Ninewa,2016-09-28,81.34326923076924,0.0,192,56828,26253,65,5418.0,97.0,89.49732142857142,0.0,33.0,37162.0,15761.0,4136.0,95.0,19666.0,10492.0,32.0,1282.0,6
Salahal Din,2016-09-28,88.94505494505493,0.0,41,42184,12369,49,1950.0,52.0,96.4326530612245,0.0,7.0,11338.0,9927.0,313.0,-11.0,30846.0,2442.0,42.0,1637.0,7
Anbar,2016-10-13,84.46761904761905,0.0,10,15509,6604,11,499.0,22.0,88.73186813186814,0.0,25.0,20205.0,6693.0,1197.0,-12.0,-4696.0,-89.0,-14.0,-698.0,0
Babylon,2016-10-13,80.44666666666666,0.0,1,9733,5368,0,333.0,0.0,86.15769230769232,0.0,0.0,12264.0,4345.0,304.0,1.0,-2531.0,1023.0,0.0,29.0,1
Baghdad,2016-10-13,81.39777777777776,0.0,181,47721,20639,74,3559.0,155.0,86.35555555555554,0.0,78.0,45112.0,14911.0,4580.0,26.0,2609.0,5728.0,-4.0,-1021.0,2
Diyala,2016-10-13,85.06666666666665,0.0,12,39785,12697,0,2051.0,14.0,90.50256410256408,0.0,0.0,27844.0,7278.0,1178.0,-2.0,11941.0,5419.0,0.0,873.0,3
Erbil,2016-10-13,75.31888888888889,0.0,1,22115,5862,15,746.0,0.0,78.44615384615385,0.0,16.0,20187.0,5698.0,909.0,1.0,1928.0,164.0,-1.0,-163.0,4
Kirkuk,2016-10-13,82.07,0.0,99,4289,2792,7,1357.0,14.0,85.29807692307692,0.0,1.0,6159.0,2460.0,281.0,85.0,-1870.0,332.0,6.0,1076.0,5
Ninewa,2016-10-13,78.13000000000001,0.0,154,77194,42293,196,3334.0,192.0,81.34326923076924,0.0,65.0,56828.0,26253.0,5418.0,-38.0,20366.0,16040.0,131.0,-2084.0,6
Salahal Din,2016-10-13,84.66380952380952,0.0,28,14030,6225,0,1409.0,41.0,88.94505494505493,0.0,49.0,42184.0,12369.0,1950.0,-13.0,-28154.0,-6144.0,-49.0,-541.0,7
Anbar,2016-10-27,81.19693877551022,0.0,7,32968,13594,16,1226.0,10.0,84.46761904761905,0.0,11.0,15509.0,6604.0,499.0,-3.0,17459.0,6990.0,5.0,727.0,0
Babylon,2016-10-27,78.55178571428571,0.0,0,13211,5168,0,275.0,1.0,80.44666666666666,0.0,0.0,9733.0,5368.0,333.0,-1.0,3478.0,-200.0,0.0,-58.0,1
Baghdad,2016-10-27,78.57380952380952,0.0,160,78518,23582,205,7572.0,181.0,81.39777777777776,0.0,74.0,47721.0,20639.0,3559.0,-21.0,30797.0,2943.0,131.0,4013.0,2
Diyala,2016-10-27,81.7642857142857,0.0,4,58791,17693,0,1785.0,12.0,85.06666666666665,0.0,0.0,39785.0,12697.0,2051.0,-8.0,19006.0,4996.0,0.0,-266.0,3
Erbil,2016-10-27,70.07619047619048,0.0,0,30760,13269,46,2610.0,1.0,75.31888888888889,0.0,15.0,22115.0,5862.0,746.0,-1.0,8645.0,7407.0,31.0,1864.0,4
